----system---- ----total-usage---- ------memory-usage----- -dsk/total- ---procs--- ---load-avg--- -most-expensive- --most-expensive--
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ|run blk new| 1m   5m  15m |  cpu process   |  memory process  
17-10 07:35:00| 95   4   0   0   0|  17G   46G   56M  561M|   0     0 | 34   0   0|24.0 26.4 28.2|ppgen_sabv_l  56|ppgen         9542
17-10 07:35:01| 94   5   0   0   0|  17G   46G   56M  561M|   0  8204B| 38   0   0|24.0 26.4 28.2|ppgen_sabv_l  49|ppgen         9542
17-10 07:35:02| 96   3   1   0   0|  17G   46G   56M  561M|   0     0 | 33   0 3.0|24.0 26.4 28.2|ppgen_sabv_l  51|ppgen         9542
17-10 07:35:03| 95   3   2   0   0|  17G   46G   56M  561M|   0     0 | 33   0   0|24.6 26.5 28.2|ppgen_sabv_l  54|ppgen         9542
17-10 07:35:04| 91   4   5   0   0|  17G   45G   56M  561M|   0    60k| 33   0   0|24.6 26.5 28.2|ppgen_sabv_l  76|ppgen         9734
17-10 07:35:05| 99   1   0   0   0|  17G   45G   56M  561M|   0   196k| 33   0 1.0|24.6 26.5 28.2|ppgen_sabv_l  60|ppgen         9734
17-10 07:35:06| 98   1   1   0   0|  17G   45G   56M  561M|   0     0 | 33   0   0|24.6 26.5 28.2|ppgen_sabv_l  56|ppgen         9766
17-10 07:35:07| 96   2   2   0   0|  17G   45G   56M  561M|4083B   16k| 18   0   0|24.6 26.5 28.2|ppgen_sabv_l  67|ppgen         9785
17-10 07:35:08| 97   2   1   0   0|  17G   45G   56M  561M|   0     0 | 33   0   0|24.0 26.3 28.1|ppgen_sabv_l  87|ppgen         9798
17-10 07:35:09| 99   1   0   0   0|  17G   45G   56M  561M|   0    68k| 33   0   0|24.0 26.3 28.1|ppgen_sabv_l  57|ppgen         9798
17-10 07:35:10| 95   2   3   0   0|  17G   45G   56M  561M|   0    88k| 33   0   0|24.0 26.3 28.1|ppgen_sabv_l  74|ppgen         9766
17-10 07:35:11| 96   2   1   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|24.0 26.3 28.1|ppgen_sabv_l  69|ppgen         9768
17-10 07:35:12| 95   3   2   0   0|  17G   45G   56M  561M|   0  4095B| 35   0 8.0|24.0 26.3 28.1|ppgen_sabv_l  70|ppgen         9802
17-10 07:35:13| 93   6   1   0   0|  16G   46G   56M  561M|   0     0 | 18   0  12|23.5 26.2 28.1|ppgen_sabv_l  77|ppgen         8776
17-10 07:35:14| 92   7   1   0   0|  13G   49G   56M  561M|   0     0 | 22   0  10|23.5 26.2 28.1|ppgen_sabv_l  86|ppgen_sabv_l  6051
17-10 07:35:15| 88  11   1   0   0|  13G   49G   56M  561M|   0    68k| 19   0   0|23.5 26.2 28.1|ppgen_sabv_l  80|ppgen         6147
17-10 07:35:16| 91   7   3   0   0|  13G   49G   56M  561M|   0     0 | 18   0   0|23.5 26.2 28.1|ppgen_sabv_l  78|ppgen_sabv_l  6051
17-10 07:35:17| 97   2   1   0   0|  13G   49G   56M  561M|   0     0 | 18   0   0|23.5 26.2 28.1|ppgen_sabv_l  83|ppgen_sabv_l  6051
17-10 07:35:18| 97   2   0   0   0|  13G   49G   56M  561M|   0  4083B| 33   0   0|24.2 26.3 28.1|ppgen_sabv_l  76|ppgen_sabv_l  6051
17-10 07:35:19| 96   2   1   0   0|  13G   49G   56M  561M|   0    92k| 18   0 2.0|24.2 26.3 28.1|ppgen_sabv_l  81|ppgen         6078
17-10 07:35:20| 96   3   2   0   0|  13G   49G   56M  561M|   0     0 | 18   0   0|24.2 26.3 28.1|ppgen_sabv_l  78|ppgen         6178
17-10 07:35:21| 95   3   1   0   0|  14G   49G   56M  561M|   0  4085B| 33   0   0|24.2 26.3 28.1|ppgen_sabv_l  74|ppgen         6176
17-10 07:35:22| 95   3   2   0   0|  14G   49G   56M  561M|   0     0 | 18   0   0|24.2 26.3 28.1|ppgen_sabv_l  79|ppgen         6298
17-10 07:35:23| 97   2   1   0   0|  14G   48G   56M  561M|   0     0 | 33   0   0|24.8 26.4 28.1|ppgen_sabv_l  69|ppgen         6402
17-10 07:35:24| 99   1   0   0   0|  14G   48G   56M  561M|   0    72k| 34   0   0|24.8 26.4 28.1|ppgen_sabv_l  62|ppgen         6402
17-10 07:35:25| 99   1   0   0   0|  14G   48G   56M  561M|   0    56k| 33   0 1.0|24.8 26.4 28.1|ppgen_sabv_l  55|ppgen         6402
17-10 07:35:26| 98   1   0   0   0|  14G   48G   56M  561M|   0     0 | 33   0   0|24.8 26.4 28.1|ppgen_sabv_l  60|ppgen         6466
17-10 07:35:27| 99   1   0   0   0|  14G   48G   56M  561M|   0     0 | 33   0 1.0|24.8 26.4 28.1|ppgen_sabv_l  51|ppgen         6466
17-10 07:35:28|100   1   0   0   0|  14G   48G   56M  561M|   0  4105B| 34   0   0|25.4 26.5 28.1|ppgen_sabv_l  50|ppgen         6466
17-10 07:35:29| 98   1   1   0   0|  14G   48G   56M  561M|   0     0 | 33   0   0|25.4 26.5 28.1|ppgen         58|ppgen         6466
17-10 07:35:30| 99   1   0   0   0|  14G   48G   56M  561M|   0    32k| 33   0   0|25.4 26.5 28.1|ppgen_sabv_l  54|ppgen         6466
17-10 07:35:31| 99   0   0   0   0|  14G   48G   56M  561M|   0     0 | 33   0   0|25.4 26.5 28.1|ppgen_sabv_l  57|ppgen         6466
17-10 07:35:32| 99   1   0   0   0|  14G   48G   56M  561M|   0     0 | 34   0   0|25.4 26.5 28.1|ppgen_sabv_l  53|ppgen         6466
17-10 07:35:33|100   1   0   0   0|  14G   48G   56M  561M|   0     0 | 34   0 2.0|25.9 26.6 28.2|ppgen         50|ppgen         6466
17-10 07:35:34| 98   2   0   0   0|  14G   48G   56M  561M|   0     0 | 33   0  26|25.9 26.6 28.2|ppgen_sabv_l  48|ppgen         6466
17-10 07:35:35| 99   1   0   0   0|  14G   48G   56M  561M|   0    64k| 33   0  43|25.9 26.6 28.2|ppgen         49|ppgen         6466
17-10 07:35:36|100   1   0   0   0|  14G   48G   56M  561M|   0     0 | 33   0   0|25.9 26.6 28.2|ppgen_sabv_l  50|ppgen         6466
17-10 07:35:37| 95   2   3   0   0|  14G   48G   56M  561M|   0     0 | 18   0   0|25.9 26.6 28.2|ppgen_sabv_l  58|ppgen         6549
17-10 07:35:38| 92   4   3   0   0|  14G   48G   56M  561M|   0     0 | 18   0   0|25.2 26.4 28.1|ppgen_sabv_l  90|ppgen         6799
17-10 07:35:39| 94   3   2   0   0|  14G   48G   56M  561M|   0     0 | 33   0   0|25.2 26.4 28.1|ppgen_sabv_l  80|ppgen         6979
17-10 07:35:40| 98   2   1   0   0|  14G   48G   56M  561M|   0    20k| 18   0   0|25.2 26.4 28.1|ppgen_sabv_l  91|ppgen         7102
17-10 07:35:41| 97   2   0   0   0|  14G   48G   56M  561M|   0  4088B| 33   0   0|25.2 26.4 28.1|ppgen_sabv_l  70|ppgen         7083
17-10 07:35:42| 97   2   1   0   0|  14G   48G   56M  561M|   0     0 | 23   0   0|25.2 26.4 28.1|ppgen_sabv_l  79|ppgen         7147
17-10 07:35:43| 97   2   1   0   0|  14G   48G   56M  561M|   0     0 | 18   0   0|25.8 26.5 28.1|ppgen_sabv_l  76|ppgen         7147
17-10 07:35:44| 96   3   0   0   0|  15G   48G   56M  561M|   0     0 | 33   0   0|25.8 26.5 28.1|ppgen_sabv_l  83|ppgen         7243
17-10 07:35:45| 96   2   1   0   0|  15G   48G   56M  561M|   0    20k| 33   0   0|25.8 26.5 28.1|ppgen_sabv_l  67|ppgen         7243
17-10 07:35:46| 98   1   1   0   0|  15G   48G   56M  561M|   0  8196B| 19   0   0|25.8 26.5 28.1|ppgen_sabv_l  84|ppgen         7303
17-10 07:35:47| 93   6   0   0   0|  15G   47G   56M  561M|   0     0 | 18   0   0|25.8 26.5 28.1|ppgen_sabv_l  92|ppgen         7762
17-10 07:35:48| 97   3   0   0   0|  15G   47G   56M  561M|   0     0 | 34   0   0|26.2 26.6 28.1|ppgen_sabv_l  69|ppgen         7556
17-10 07:35:49| 95   3   2   0   0|  15G   47G   56M  561M|4116B   76k| 33   0   0|26.2 26.6 28.1|ppgen_sabv_l  66|ppgen         7684
17-10 07:35:50| 99   1   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|26.2 26.6 28.1|ppgen_sabv_l  60|ppgen         7684
17-10 07:35:51| 99   1   0   0   0|  15G   47G   56M  561M|   0    12k| 33   0   0|26.2 26.6 28.1|ppgen_sabv_l  58|ppgen         7684
17-10 07:35:52| 99   1   0   0   0|  15G   47G   56M  561M|   0     0 | 34   0   0|26.2 26.6 28.1|ppgen_sabv_l  55|ppgen         7684
17-10 07:35:53| 99   1   0   0   0|  15G   47G   56M  561M|   0     0 | 34   0   0|26.8 26.7 28.2|ppgen_sabv_l  53|ppgen         7684
17-10 07:35:54| 99   1   0   0   0|  15G   47G   56M  561M|   0    64k| 33   0   0|26.8 26.7 28.2|ppgen_sabv_l  52|ppgen         7684
17-10 07:35:55| 97   2   2   0   0|  15G   47G   56M  561M|   0     0 | 33   0 2.0|26.8 26.7 28.2|ppgen_sabv_l  59|ppgen         7748
17-10 07:35:56| 99   1   0   0   0|  15G   47G   56M  561M|   0    44k| 33   0   0|26.8 26.7 28.2|ppgen_sabv_l  56|ppgen         7748
17-10 07:35:57| 99   1   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|26.8 26.7 28.2|ppgen_sabv_l  53|ppgen         7748
17-10 07:35:58| 99   1   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|27.2 26.8 28.2|ppgen_sabv_l  51|ppgen         7748
17-10 07:35:59| 98   1   1   0   0|  15G   47G   56M  561M|   0     0 | 18   0   0|27.2 26.8 28.2|ppgen_sabv_l  52|ppgen         7748
17-10 07:36:00| 99   1   0   0   0|  15G   47G   56M  561M|   0    36k| 33   0   0|27.2 26.8 28.2|ppgen_sabv_l  58|ppgen         7748
17-10 07:36:01| 99   0   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|27.2 26.8 28.2|ppgen_sabv_l  54|ppgen         7748
17-10 07:36:02| 99   0   0   0   0|  15G   47G   56M  561M|   0    16k| 33   0   0|27.2 26.8 28.2|ppgen         52|ppgen         7748
17-10 07:36:03| 99   1   0   0   0|  15G   47G   56M  561M|4100B    0 | 33   0   0|27.6 26.9 28.2|ppgen         51|ppgen         7748
17-10 07:36:04| 99   1   1   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|27.6 26.9 28.2|ppgen_sabv_l  49|ppgen         7748
17-10 07:36:05| 99   0   0   0   0|  15G   47G   56M  561M|   0    28k| 33   0   0|27.6 26.9 28.2|ppgen_sabv_l  51|ppgen         7748
17-10 07:36:06|100   1   0   0   0|  15G   47G   56M  561M|   0     0 | 34   0   0|27.6 26.9 28.2|ppgen_sabv_l  51|ppgen         7748
17-10 07:36:07| 99   1   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|27.6 26.9 28.2|ppgen         50|ppgen         7748
17-10 07:36:08|100   0   0   0   0|  15G   47G   56M  561M|   0    12k| 33   0   0|28.0 27.0 28.2|ppgen         49|ppgen         7748
17-10 07:36:09| 99   1   0   0   0|  15G   47G   56M  561M|   0    44k| 33   0   0|28.0 27.0 28.2|ppgen         50|ppgen         7748
17-10 07:36:10|100   0   0   0   0|  15G   47G   56M  561M|   0    36k| 33   0   0|28.0 27.0 28.2|ppgen_sabv_l  50|ppgen         7748
17-10 07:36:11| 99   1   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|28.0 27.0 28.2|ppgen         50|ppgen         7748
17-10 07:36:12| 99   0   0   0   0|  15G   47G   56M  561M|   0     0 | 35   0   0|28.0 27.0 28.2|ppgen         50|ppgen         7748
17-10 07:36:13| 98   2   0   0   0|  15G   47G   56M  561M|   0    20k| 33   0  20|28.3 27.0 28.2|ppgen         49|ppgen         7748
17-10 07:36:14| 99   1   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0  10|28.3 27.0 28.2|ppgen_sabv_l  51|ppgen         7748
17-10 07:36:15| 99   1   0   0   0|  15G   47G   56M  561M|   0    20k| 33   0   0|28.3 27.0 28.2|ppgen_sabv_l  53|ppgen         7748
17-10 07:36:16| 98   1   1   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|28.3 27.0 28.2|ppgen_sabv_l  53|ppgen         7748
17-10 07:36:17| 94   6   1   0   0|  15G   47G   56M  561M|   0     0 | 35   0   0|28.3 27.0 28.2|ppgen_sabv_l  54|ppgen         8064
17-10 07:36:18| 98   2   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|28.6 27.1 28.3|ppgen_sabv_l  52|ppgen         8064
17-10 07:36:19| 99   2   0   0   0|  15G   47G   56M  561M|   0    85k| 33   0 2.0|28.6 27.1 28.3|ppgen_sabv_l  51|ppgen         8064
17-10 07:36:20| 98   2   0   0   0|  15G   47G   56M  561M|   0  4090B| 33   0   0|28.6 27.1 28.3|ppgen         49|ppgen         8064
17-10 07:36:21| 98   2   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|28.6 27.1 28.3|ppgen_sabv_l  49|ppgen         8064
17-10 07:36:22| 98   2   0   0   0|  15G   47G   56M  561M|   0  8204B| 34   0   0|28.6 27.1 28.3|ppgen_sabv_l  50|ppgen         8064
17-10 07:36:23| 98   1   0   0   0|  15G   47G   56M  561M|   0     0 | 33   0   0|28.8 27.2 28.3|ppgen         50|ppgen         8064
17-10 07:36:24| 93   5   2   0   0|  15G   47G   56M  561M|   0   124k| 18   0   0|28.8 27.2 28.3|ppgen_sabv_l  52|ppgen         8074
17-10 07:36:25| 94   5   2   0   0|  15G   47G   56M  561M|   0     0 | 18   0   0|28.8 27.2 28.3|ppgen_sabv_l  91|ppgen         8103
17-10 07:36:26| 95   4   0   0   0|  15G   47G   56M  561M|   0     0 | 18   0   0|28.8 27.2 28.3|ppgen_sabv_l  91|ppgen         8101
17-10 07:36:27| 90   2   7   0   0|  15G   47G   56M  561M|   0     0 | 18   0   0|28.8 27.2 28.3|ppgen_sabv_l  76|ppgen         7976
17-10 07:36:28| 98   3   0   0   0|  16G   47G   56M  561M|   0     0 | 33   0   0|27.9 27.0 28.2|ppgen_sabv_l  79|ppgen         8072
17-10 07:36:29| 96   2   2   0   0|  16G   47G   56M  561M|   0    20k| 33   0   0|27.9 27.0 28.2|ppgen_sabv_l  77|ppgen         8136
17-10 07:36:30| 97   2   1   0   0|  16G   47G   56M  561M|   0  8209B| 18   0   0|27.9 27.0 28.2|ppgen_sabv_l  80|ppgen         8234
17-10 07:36:31| 95   2   2   0   0|  16G   46G   56M  561M|   0     0 | 18   0   0|27.9 27.0 28.2|ppgen_sabv_l  73|ppgen         8245
17-10 07:36:32| 96   4   1   0   0|  16G   46G   56M  561M|   0     0 | 27   0   0|27.9 27.0 28.2|ppgen_sabv_l  74|ppgen         8312
17-10 07:36:33| 96   3   1   0   0|  16G   46G   56M  561M|   0     0 | 32   0 3.0|27.0 26.9 28.2|ppgen_sabv_l  77|ppgen         8380
17-10 07:36:34| 97   3   1   0   0|  16G   46G   56M  561M|   0    32k| 33   0  25|27.0 26.9 28.2|ppgen_sabv_l  64|ppgen         8508
17-10 07:36:35| 99   1   0   0   0|  16G   46G   56M  561M|   0    16k| 33   0  42|27.0 26.9 28.2|ppgen         49|ppgen         8508
17-10 07:36:36| 99   1   0   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|27.0 26.9 28.2|ppgen         51|ppgen         8508
17-10 07:36:37|100   1   0   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|27.0 26.9 28.2|ppgen         52|ppgen         8508
17-10 07:36:38| 94   1   4   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|27.4 27.0 28.2|ppgen_sabv_l  51|ppgen         8572
17-10 07:36:39|100   1   0   0   0|  16G   46G   56M  561M|   0    20k| 33   0   0|27.4 27.0 28.2|ppgen_sabv_l  59|ppgen         8572
17-10 07:36:40| 99   0   0   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|27.4 27.0 28.2|ppgen_sabv_l  50|ppgen         8572
17-10 07:36:41| 99   1   0   0   0|  16G   46G   56M  561M|   0  4094B| 33   0   0|27.4 27.0 28.2|ppgen         49|ppgen         8572
17-10 07:36:42| 99   0   0   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|27.4 27.0 28.2|ppgen         49|ppgen         8572
17-10 07:36:43|100   0   0   0   0|  16G   46G   56M  561M|4097B    0 | 34   0   0|27.8 27.0 28.2|ppgen         49|ppgen         8572
17-10 07:36:44| 99   1   0   0   0|  16G   46G   56M  561M|   0    20k| 33   0   0|27.8 27.0 28.2|ppgen_sabv_l  50|ppgen         8572
17-10 07:36:45| 99   1   0   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|27.8 27.0 28.2|ppgen_sabv_l  49|ppgen         8572
17-10 07:36:46|100   1   0   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|27.8 27.0 28.2|ppgen         49|ppgen         8572
17-10 07:36:47| 99   0   0   0   0|  16G   46G   56M  561M|   0  4105B| 33   0   0|27.8 27.0 28.2|ppgen_sabv_l  50|ppgen         8572
17-10 07:36:48|100   0   0   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|28.1 27.1 28.2|ppgen_sabv_l  49|ppgen         8572
17-10 07:36:49| 99   1   0   0   0|  16G   46G   56M  561M|   0    76k| 33   0   0|28.1 27.1 28.2|ppgen         49|ppgen         8572
17-10 07:36:50| 99   0   0   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|28.1 27.1 28.2|ppgen         53|ppgen         8572
17-10 07:36:51| 96   1   3   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|28.1 27.1 28.2|ppgen_sabv_l  53|ppgen         8572
17-10 07:36:52| 86  13   1   0   0|  16G   46G   56M  561M|   0     0 | 33   0   0|28.1 27.1 28.2|ppgen_sabv_l  57|ppgen         9054
17-10 07:36:53| 94   5   0   0   0|  17G   46G   56M  561M|   0  4106B| 33   0   0|28.4 27.2 28.2|ppgen_sabv_l  52|ppgen         9338
17-10 07:36:54| 92   8   0   0   0|  17G   45G   56M  561M|   0    72k| 33   0   0|28.4 27.2 28.2|ppgen_sabv_l  53|ppgen         9774
17-10 07:36:55| 90  10   0   0   0|  18G   45G   56M  561M|   0     0 | 33   0 2.0|28.4 27.2 28.2|ppgen_sabv_l  60|ppgen        10467
17-10 07:36:56| 97   3   0   0   0|  18G   44G   56M  561M|   0     0 | 33   0   0|28.4 27.2 28.2|ppgen_sabv_l  50|ppgen        10616
17-10 07:36:57| 97   2   1   0   0|  18G   44G   56M  561M|   0     0 | 33   0   0|28.4 27.2 28.2|ppgen         54|ppgen        10753
17-10 07:36:58| 99   1   0   0   0|  18G   44G   56M  561M|   0    44k| 33   0   0|28.7 27.3 28.3|ppgen         53|ppgen        10768
17-10 07:36:59|100   0   0   0   0|  18G   44G   56M  561M|   0    32k| 33   0   0|28.7 27.3 28.3|ppgen         53|ppgen        10768
17-10 07:37:00| 99   1   0   0   0|  18G   44G   56M  561M|   0     0 | 34   0   0|28.7 27.3 28.3|ppgen         52|ppgen        10768
17-10 07:37:01| 98   1   1   0   0|  18G   44G   56M  561M|   0  4084B| 33   0   0|28.7 27.3 28.3|ppgen         55|ppgen        10768
17-10 07:37:02| 99   1   0   0   0|  18G   44G   56M  561M|   0     0 | 33   0   0|28.7 27.3 28.3|ppgen         52|ppgen        10768
17-10 07:37:03| 99   1   0   0   0|  18G   44G   56M  561M|   0     0 | 29   0   0|29.0 27.4 28.3|ppgen         56|ppgen        10768
17-10 07:37:04| 98   1   1   0   0|  18G   44G   56M  561M|   0    40k| 26   0   0|29.0 27.4 28.3|ppgen         58|ppgen        10768
17-10 07:37:05| 94   4   2   0   0|  18G   44G   56M  561M|   0     0 | 18   0   0|29.0 27.4 28.3|ppgen         87|ppgen        10768
17-10 07:37:06| 95   5   0   0   0|  18G   44G   56M  561M|   0     0 | 33   0   0|29.0 27.4 28.3|ppgen         85|ppgen        10768
17-10 07:37:07| 99   1   0   0   0|  18G   44G   56M  561M|   0     0 | 33   0 1.0|29.0 27.4 28.3|ppgen         65|ppgen        10768
17-10 07:37:08| 97   3   1   0   0|  19G   44G   56M  561M|   0     0 | 19   0   0|28.0 27.2 28.2|ppgen         75|ppgen        10768
17-10 07:37:09| 96   3   1   0   0|  19G   44G   56M  561M|   0    48k| 34   0   0|28.0 27.2 28.2|ppgen         77|ppgen        10768
17-10 07:37:10| 96   4   0   0   0|  19G   43G   56M  561M|   0    40k| 33   0   0|28.0 27.2 28.2|ppgen         79|ppgen        10768
17-10 07:37:11| 96   3   1   0   0|  19G   43G   56M  561M|   0     0 | 33   0   0|28.0 27.2 28.2|ppgen         72|ppgen        10768
17-10 07:37:12| 99   1   0   0   0|  19G   43G   56M  561M|   0     0 | 33   0   0|28.0 27.2 28.2|ppgen         58|ppgen        10768
17-10 07:37:13| 98   2   0   0   0|  19G   43G   56M  561M|   0     0 | 33   0  20|28.3 27.3 28.2|ppgen         51|ppgen        10768
17-10 07:37:14| 99   1   0   0   0|  19G   43G   56M  561M|   0     0 | 33   0  10|28.3 27.3 28.2|ppgen_sabv_l  49|ppgen        10768
17-10 07:37:15| 99   1   0   0   0|  19G   43G   56M  561M|   0    44k| 33   0   0|28.3 27.3 28.2|ppgen         49|ppgen        10768
17-10 07:37:16| 98   1   0   0   0|  19G   43G   56M  561M|   0     0 | 22   0   0|28.3 27.3 28.2|ppgen_sabv_l  50|ppgen        10614
17-10 07:37:17| 93   6   1   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|28.3 27.3 28.2|ppgen_sabv_l  90|ppgen         8716
17-10 07:37:18| 97   2   1   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|27.4 27.1 28.2|ppgen_sabv_l  86|ppgen         8680
17-10 07:37:19| 97   2   0   0   0|  17G   45G   56M  561M|   0    76k| 33   0 2.0|27.4 27.1 28.2|ppgen_sabv_l  76|ppgen         8720
17-10 07:37:20| 98   2   1   0   0|  17G   45G   56M  561M|   0  8212B| 33   0   0|27.4 27.1 28.2|ppgen_sabv_l  83|ppgen         8752
17-10 07:37:21| 95   2   1   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|27.4 27.1 28.2|ppgen_sabv_l  78|ppgen         8752
17-10 07:37:22| 97   2   1   0   0|  17G   45G   56M  561M|   0  4120B| 18   0   0|27.4 27.1 28.2|ppgen_sabv_l  77|ppgen         8752
17-10 07:37:23| 95   4   2   0   0|  17G   45G   56M  561M|   0     0 | 32   0   0|27.7 27.2 28.2|ppgen_sabv_l  76|ppgen         8752
17-10 07:37:24| 93   5   1   0   0|  17G   45G   56M  561M|   0    52k| 33   0   0|27.7 27.2 28.2|ppgen_sabv_l  81|ppgen         8844
17-10 07:37:25| 99   1   0   0   0|  17G   45G   56M  561M|   0    40k| 34   0   0|27.7 27.2 28.2|ppgen_sabv_l  53|ppgen         8844
17-10 07:37:26| 99   1   0   0   0|  17G   45G   56M  561M|   0  4099B| 33   0   0|27.7 27.2 28.2|ppgen_sabv_l  51|ppgen         8844
17-10 07:37:27| 98   1   0   0   0|  17G   45G   56M  561M|   0     0 | 33   0   0|27.7 27.2 28.2|ppgen_sabv_l  56|ppgen         8908
17-10 07:37:28| 99   1   0   0   0|  17G   45G   56M  561M|   0     0 | 33   0   0|28.1 27.2 28.2|ppgen_sabv_l  51|ppgen         8908
17-10 07:37:29| 99   1   0   0   0|  17G   45G   56M  561M|   0    32k| 33   0   0|28.1 27.2 28.2|ppgen         49|ppgen         8908
17-10 07:37:30| 99   1   0   0   0|  17G   45G   56M  561M|   0     0 | 34   0   0|28.1 27.2 28.2|ppgen         52|ppgen         8908
17-10 07:37:31| 98   1   1   0   0|  17G   45G   56M  561M|   0     0 | 33   0   0|28.1 27.2 28.2|ppgen_sabv_l  53|ppgen         8908
17-10 07:37:32|100   1   0   0   0|  17G   45G   56M  561M|   0  8223B| 33   0   0|28.1 27.2 28.2|ppgen_sabv_l  53|ppgen         8908
17-10 07:37:33| 98   1   1   0   0|  17G   45G   56M  561M|   0     0 | 40   0 2.0|28.4 27.3 28.2|ppgen_sabv_l  51|ppgen         8908
17-10 07:37:34| 98   2   0   0   0|  17G   45G   56M  561M|   0    32k| 18   0  26|28.4 27.3 28.2|ppgen         49|ppgen         8908
17-10 07:37:35| 94   3   3   0   0|  17G   45G   56M  561M|   0    16k| 18   0  42|28.4 27.3 28.2|ppgen_sabv_l  72|ppgen         8997
17-10 07:37:36| 98   1   1   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|28.4 27.3 28.2|ppgen_sabv_l  92|ppgen         9036
17-10 07:37:37| 97   3   0   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|28.4 27.3 28.2|ppgen_sabv_l  92|ppgen         9100
17-10 07:37:38| 99   1   0   0   0|  17G   45G   56M  561M|   0  4096B| 18   0   0|27.5 27.1 28.2|ppgen_sabv_l  92|ppgen         9036
17-10 07:37:39| 99   1   0   0   0|  17G   45G   56M  561M|   0    20k| 18   0   0|27.5 27.1 28.2|ppgen_sabv_l  92|ppgen         9036
17-10 07:37:40| 99   2   0   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|27.5 27.1 28.2|ppgen_sabv_l  92|ppgen         9058
17-10 07:37:41| 96   3   1   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|27.5 27.1 28.2|ppgen_sabv_l  87|ppgen         9068
17-10 07:37:42| 99   1   0   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|27.5 27.1 28.2|ppgen_sabv_l  87|ppgen         9036
17-10 07:37:43| 98   2   0   0   0|  17G   45G   56M  561M|   0  4096B| 18   0   0|26.6 27.0 28.1|ppgen_sabv_l  85|ppgen         9036
17-10 07:37:44| 97   2   1   0   0|  17G   45G   56M  561M|   0    28k| 18   0   0|26.6 27.0 28.1|ppgen_sabv_l  88|ppgen         9068
17-10 07:37:45| 97   2   1   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|26.6 27.0 28.1|ppgen_sabv_l  85|ppgen         9068
17-10 07:37:46| 97   1   1   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|26.6 27.0 28.1|ppgen_sabv_l  84|ppgen         9036
17-10 07:37:47| 98   1   1   0   0|  17G   45G   56M  561M|   0     0 | 33   0   0|26.6 27.0 28.1|ppgen_sabv_l  85|ppgen         9036
17-10 07:37:48| 96   1   3   0   0|  17G   45G   56M  561M|   0     0 | 18   0   0|25.9 26.8 28.1|ppgen_sabv_l  76|ppgen         9036
17-10 07:37:49| 95   4   1   0   0|  17G   45G   56M  561M|   0    84k| 33   0   0|25.9 26.8 28.1|ppgen_sabv_l  88|ppgen         9100
17-10 07:37:50| 96   2   2   0   0|  17G   45G   56M  561M|   0     0 | 19   0   0|25.9 26.8 28.1|ppgen_sabv_l  85|ppgen         9068
17-10 07:37:51| 86   3  11   0   0|  17G   45G   56M  561M| 128k    0 | 19   0   0|25.9 26.8 28.1|ppgen_sabv_l  71|ppgen         9036
17-10 07:37:52| 96   3   0   0   0|  17G   45G   56M  561M|   0     0 | 34   0   0|25.9 26.8 28.1|ppgen_sabv_l  85|ppgen         9036
17-10 07:37:53| 96   2   2   0   0|  17G   45G   56M  561M|   0     0 | 19   0   0|26.4 26.9 28.1|ppgen_sabv_l  82|ppgen         9036
17-10 07:37:54| 96   1   2   0   0|  17G   45G   56M  561M|   0    56k| 33   0   0|26.4 26.9 28.1|ppgen_sabv_l  79|ppgen         9036
